label,rms_mV,peak_to_peak_mV,crest_factor,rms_ripple_mV,frequency_hz
sag_severo,81.538,239.108,1.4425,0.3479,59.913
sag_severo,81.76,236.075,1.4303,0.1549,60.596
sag_severo,53.296,156.473,1.5173,0.3742,59.195
sag_severo,67.058,196.395,1.4511,0.406,59.449
sag_severo,61.128,185.029,1.4795,0.2839,61.025
sag_severo,69.144,201.428,1.5057,0.2804,59.81
sag_severo,62.002,178.881,1.4614,0.3042,59.603
sag_severo,81.485,246.063,1.5239,0.2753,60.596
sag_severo,68.076,195.04,1.4243,0.2643,59.913
sag_severo,80.388,227.322,1.3976,0.4217,59.552
sag_severo,78.982,233.161,1.4763,0.3362,59.861
sag_severo,48.63,139.685,1.5068,0.2499,59.861
sag_severo,83.535,243.866,1.4373,0.3932,59.639
sag_severo,76.364,218.617,1.3524,0.5412,59.189
sag_severo,82.877,246.357,1.5172,0.2002,60.596
sag_severo,75.225,217.595,1.4467,0.3082,60.823
sag_severo,85.844,257.935,1.5168,0.3588,59.81
sag_severo,61.462,187.254,1.4962,0.2735,60.872
sag_severo,55.261,170.286,1.5384,0.1979,66.338
sag_severo,82.723,238.906,1.4427,0.2163,60.703
sag_severo,75.378,215.548,1.4117,0.2769,59.861
sag_severo,82.315,250.369,1.4896,0.3932,59.706
sag_severo,81.975,242.664,1.5212,0.5568,59.296
sag_severo,57.302,166.867,1.3942,0.3265,59.5
sag_severo,83.174,242.961,1.4395,0.2427,60.174
sag_severo,50.752,149.735,1.5443,0.2531,59.655
sag_severo,65.35,190.759,1.4512,0.1829,65.645
sag_severo,57.608,172.559,1.4851,0.492,64.465
sag_severo,73.045,209.478,1.4174,0.3861,59.5
sag_severo,59.642,182.054,1.5896,0.2121,60.122
sag_severo,83.541,246.046,1.4379,0.2055,60.07
sag_severo,59.151,175.541,1.4967,0.1784,60.332
sag_severo,84.627,240.754,1.3576,0.2373,60.07
sag_severo,77.889,238.254,1.5104,0.4051,59.758
sag_severo,78.877,228.823,1.4166,0.4114,59.603
sag_severo,68.398,203.384,1.481,0.5568,59.043
sag_severo,78.497,235.571,1.4984,0.519,59.347
sag_severo,69.234,204.437,1.4798,0.2338,59.965
sag_severo,53.618,159.646,1.4551,0.171,60.596
sag_severo,81.505,232.701,1.3994,0.6265,59.078
sag_severo,74.683,227.791,1.5326,0.6654,59.043
sag_severo,59.111,174.779,1.4845,0.2455,60.971
sag_severo,61.976,183.934,1.4617,0.1646,65.645
sag_severo,67.992,199.876,1.4882,0.3581,59.603
sag_severo,47.209,139.114,1.4072,0.2645,65.078
sag_severo,82.354,251.181,1.4618,0.637,59.245
sag_severo,64.964,194.448,1.5039,0.2881,60.863
sag_severo,53.794,161.583,1.4933,0.2873,65.134
sag_severo,70.532,208.998,1.5048,0.2969,60.971
sag_severo,54.011,157.195,1.5281,0.166,60.174
sag_severo,62.683,188.021,1.5043,0.268,61.02
sag_severo,52.31,157.952,1.4949,0.1712,60.543
sag_severo,81.393,242.719,1.5058,0.2129,60.437
sag_severo,50.271,152.069,1.4826,0.1396,60.543
sag_severo,65.093,193.199,1.4648,0.3062,59.706
sag_severo,78.568,226.264,1.4473,0.3218,61.025
sag_severo,55.826,164.221,1.4762,0.2392,59.758
sag_severo,82.534,243.828,1.4985,0.342,61.025
sag_severo,71.239,211.91,1.5071,0.465,59.398
sag_severo,70.575,202.014,1.4338,0.2489,59.861
sag_severo,85.823,245.768,1.4379,0.1798,60.49
sag_severo,66.789,199.967,1.5199,0.1953,65.417
sag_severo,56.706,172.491,1.5181,0.2148,60.017
sag_severo,69.855,206.284,1.5043,0.4474,59.398
sag_severo,60.826,187.736,1.5138,0.22,60.81
sag_severo,47.296,134.122,1.3907,0.1876,59.81
sag_severo,74.723,209.246,1.3956,0.1517,60.543
sag_severo,63.773,189.807,1.4572,0.2466,60.917
sag_severo,66.44,199.443,1.4049,0.4709,59.347
sag_severo,58.919,173.673,1.4752,0.1398,60.332
sag_severo,85.504,250.308,1.4524,0.3666,59.81
sag_severo,72.456,217.865,1.513,0.5873,59.195
sag_severo,80.28,239.257,1.4918,0.4735,59.47
sag_severo,80.506,237.044,1.461,0.1354,60.437
sag_severo,50.413,155.311,1.5972,0.2162,65.303
sag_severo,57.741,169.275,1.4569,0.357,59.398
sag_severo,69.732,205.208,1.4694,0.5822,59.043
sag_severo,85.917,249.03,1.4616,0.3991,59.655
sag_severo,84.863,256.979,1.5553,0.2615,59.965
sag_severo,60.326,180.413,1.4722,0.4052,64.798
sag_severo,62.598,183.073,1.4379,0.2575,60.971
sag_severo,53.771,159.772,1.5297,0.4082,59.347
sag_severo,56.193,168.168,1.5472,0.2828,60.971
sag_severo,67.489,193.064,1.4512,0.1414,60.279
sag_severo,80.149,235.41,1.4975,0.1902,60.07
sag_severo,83.463,251.084,1.5444,0.3477,61.025
sag_severo,51.853,152.285,1.4024,0.1233,60.122
sag_severo,63.116,187.464,1.4823,0.1707,60.49
sag_severo,68.964,202.119,1.4641,0.1765,60.122
sag_severo,58.49,172.725,1.4954,0.3362,59.5
sag_severo,53.637,158.342,1.482,0.1947,60.49
sag_severo,83.472,233.604,1.4086,0.2056,60.81
sag_severo,78.577,228.389,1.4735,0.2296,60.756
sag_severo,66.12,193.821,1.4179,0.2326,60.863
sag_severo,69.942,205.545,1.4546,0.2364,60.725
sag_severo,86.921,246.576,1.4095,0.599,59.195
sag_severo,65.048,187.752,1.4588,0.2211,60.863
sag_severo,82.974,240.216,1.477,0.2601,60.872
sag_severo,74.061,215.554,1.4714,0.2355,59.965
sag_severo,81.122,234.554,1.4704,0.2229,60.227
sag_severo,49.119,146.785,1.4812,0.2657,65.134
sag_severo,58.977,173.412,1.4383,0.1626,60.122
sag_severo,61.224,183.559,1.5073,0.1577,60.227
sag_severo,59.824,175.99,1.4376,0.1583,60.332
sag_severo,64.353,187.293,1.4646,0.2006,60.543
sag_severo,62.81,183.861,1.4806,0.1886,60.017
sag_severo,79.641,233.096,1.4863,0.2073,66.105
sag_severo,64.955,188.974,1.4175,0.3654,59.552
sag_severo,48.395,145.746,1.4992,0.2169,60.174
sag_severo,85.818,258.833,1.4908,0.3402,59.81
sag_severo,58.804,175.001,1.4331,0.1636,60.437
